brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,r2T16416-500cm,r2t16416-500cm,Basler,109680,라인 스캔 카메라,Basler racer 2 TDI,36개월,Gpixel,GLT5016BSI,Global Shutter,Hybrid CCD/CMOS,16416 px × 256 px,5 μm × 5 μm,500 kHz,Mono,Visible,CoaXPress-over-Fiber,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,Hirose HR10A 12-pin plug,24V DC,Box,IP30,106 mm x 110 mm x 110 mm,1420 g,M90,0 °C - 50 °C,,"CE (incl. RoHS), GenICam, UKCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-29mgc,a2a5320-29mgc,Basler,109737,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1.1""",16.78 mm,14.58 mm × 8.31 mm,29 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,4.3 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A3536-37mgm,a2a3536-37mgm,Basler,109740,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX676,Rolling Shutter,CMOS,3536 px × 3536 px,2 μm × 2 μm,,Mono,Visible + NIR,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,1/1.6,10 mm,7.1 mm × 7.1 mm,37 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.4 W,541 nm,91.7 % (typical),3.7 e¯ (typical),12.2 ke¯ (typical),68.4 dB (typical),40.5 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-168mgm,a2a1920-168mgm,Basler,109732,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Mono,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1/2.3""",7.82 mm,6.6 mm × 4.1 mm,168 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.4 W,,62.2 % (typical),2.5 e¯ (typical),10.4 ke¯ (typical),71.7 dB (typical),40.2 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-90mgm,a2a2448-90mgm,Basler,109734,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Mono,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,90 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.4 W,541 nm,65.8 % (typical),2.5 e¯ (typical),9.9 ke¯ (typical),70.1 dB (typical),39.9 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-19mgm,a2a5328-19mgm,Basler,109739,,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Color,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1.2""",19.26 mm,14.57 mm × 12.6 mm,19 fps,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,4.3 W,541 nm,66.4 % (typical),2.1 e¯ (typical),99.6 ke¯ (typical),70.8 dB (typical),39.8 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-90mgc,a2a2448-90mgc,Basler,109735,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Color,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,90 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.9 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-168mgc,a2a1920-168mgc,Basler,109733,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Color,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1/2.3""",7.82 mm,6.6 mm × 4.1 mm,168 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.8 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-29mgm,a2a5320-29mgm,Basler,109736,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Mono,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1.1""",16.78 mm,14.58 mm × 8.31 mm,29 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.9 W,541 nm,65.7 % (typical),2.1 e¯ (typical),9.6 ke¯ (typical),70.9 dB (typical),39.8 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-19mgc,a2a5328-19mgc,Basler,109738,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,"1.2""",19.26 mm,14.57 mm × 12.6 mm,19 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.9 W,541 nm,66.4 % (typical),2.1 e¯ (typical),99.6 ke¯ (typical),70.8 dB (typical),39.8 dB (typical),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A3536-37mgc,a2a3536-37mgc,Basler,109741,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX676,Rolling Shutter,CMOS,3536 px × 3536 px,2 μm × 2 μm,,Color,Visible,GMSL2,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoC or 12-24VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, KC, UKCA, UL (in preparation)",ace 2 R,ace 2 R Basic,1/1.6,10 mm,7.1 mm × 7.1 mm,37 fpsCalculate individual frame rate,FAKRA-Z 50 Ω receptacle (GMSL2),GMSL2 6 Gbit/s,hardware trigger / programmable via the camera API,1,2,3.9 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-955g,stm-955g,Basler,2200002839,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,GigE,,,M12 A-coded 8-pin receptacle (power & I/O),PoE (IEEE 802.3af) / DC 9-24V (≥ 2 A),,IP67,90 mm x 25 mm x 30 mm,520 g,,-10 °C - 50 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,M12 X-coded 8-pin receptacle (PoE/GigE),,,,,,,,,,,,95 mm,90° x 65° ± 3° @ 2m,1280 x 800 @ 10 fps / 640 x 480 at 20 fps,Stereo Vision,200 Hz. low latency,0.31 m - 10 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-951g,stm-951g,Basler,2200002836,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,GigE,,,M8 A-coded 8-pin plug (power & I/O),PoE (IEEE 802.3af) / DC 9–24 V (≥ 1 A),,IP67,90 mm x 25 mm x 30 mm,220 g,,-10 °C - 45 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,M12 X-coded 8-pin receptacle (GigE),,,,,,,,,,,,95 mm,90° x 65° ± 3° @ 2m,1280 × 800 @ 30 fps / 848 x 480 @ 60 fps,Stereo Vision,200 Hz. low latency,0.25 m - 6 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-502u,stm-502u,Basler,2200002834,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,USB 3.0,,,"8-pin pin header, single-row, 1.00 mm pitch",5 V DC via USB (requires port supporting 1.5 A),,IP5X,90 mm x 25 mm x 30 mm,97 g,,-10 °C - 45 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,USB 3.0 Type-C receptacle (lockable),,,,,,,,,,,,50 mm,90° x 65° ± 3° @ 2m,1280 × 800 @ 30 fps / 848 x 480 @ 60 fps,Stereo Vision,200 Hz. low latency,0.26 m - 3 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-952u,stm-952u,Basler,2200002838,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,USB 3.0,,,"8-pin pin header, single-row, 1.00 mm pitch",5 V DC via USB (requires port supporting 1.5 A),,IP65,90 mm x 25 mm x 30 mm,135 g,,-10 °C - 45 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,USB 3.0 Type-C receptacle (lockable),,,,,,,,,,,,95 mm,90° x 65° ± 3° @ 2m,1280 × 800 @ 30 fps / 848 x 480 @ 60 fps,Stereo Vision,200 Hz. low latency,0.25 m - 6 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-951u,stm-951u,Basler,2200002835,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,USB 3.0,,,"8-pin pin header, single-row, 1.00 mm pitch",5 V DC via USB (requires port supporting 1.5 A),,IP65,90 mm x 25 mm x 30 mm,135 g,,-10 °C - 45 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,USB 3.0 Type-C receptacle (lockable),,,,,,,,,,,,95 mm,90° x 65° ± 3° @ 2m,1280 × 800 @ 30 fps / 848 x 480 @ 60 fps,Stereo Vision,200 Hz. low latency,0.25 m - 6 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,STM-501u,stm-501u,Basler,2200002833,3D 카메라,Basler Stereo Camera,36개월,,,Global Shutter,,1280 px × 800 px,,,,,USB 3.0,,,"8-pin pin header, single-row, 1.00 mm pitch",5 V DC via USB (requires port supporting 1.5 A),,IP5X,90 mm x 25 mm x 30 mm,97 g,,-10 °C - 45 °C,,"CE (incl. RoHS), FCC Class B, KC, REACH, UKCA, WEEE",Stereo mini,,,,,,USB 3.0 Type-C receptacle (lockable),,,,,,,,,,,,50 mm,90° x 65° ± 3° @ 2m,1280 × 800 @ 30 fps / 848 x 480 @ 60 fps,Stereo Vision,200 Hz. low latency,0.26 m - 3 m,"ARM Linux (AArch64) / Linux (x86_64) / Windows: 10, 11 (64bit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-115g5mBAS,a2a2464-115g5mbas,Basler,109774,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + NIR,5GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,115 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.2 W,525 nm,85.1 % (typical),13.1 e¯ (typical),33.8 ke¯ (typical),67.8 dB (typical),45.3 dB (typical),,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-23gmPRO,a2a2464-23gmpro,Basler,109772,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"2/3""",11.02 mm,8.45 mm × 7.07 mm,23 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.8 W,525 nm,85.1 % (typical),13.1 e¯ (typical),33.8 ke¯ (typical),67.8 dB (typical),45.3 dB (typical),,,,,,,,now,4 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-23gmBAS,a2a2464-23gmbas,Basler,109770,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,23 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.7 W,525 nm,85.1 % (typical),13.1 e¯ (typical),33.8 ke¯ (typical),67.8 dB (typical),45.3 dB (typical),,,,,,,,now,3.8 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-23gcBAS,a2a2464-23gcbas,Basler,109771,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,23 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.7 W,,,,,,,,,,,,,,now,3.9 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-23gcPRO,a2a2464-23gcpro,Basler,109773,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible + NIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"2/3""",11.02 mm,8.45 mm × 7.07 mm,23 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,now,4.2 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-77umBAS,a2a2464-77umbas,Basler,109776,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + NIR,USB 3.0,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,77 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.5 W,525 nm,85.1 % (typical),13.1 e¯ (typical),33.8 ke¯ (typical),67.8 dB (typical),45.3 dB (typical),,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-77umPRO,a2a2464-77umpro,Basler,109778,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Mono,Visible + NIR,USB 3.0,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"2/3""",11.02 mm,8.45 mm × 7.07 mm,77 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.6 W,525 nm,85.1 % (typical),13.1 e¯ (typical),33.8 ke¯ (typical),67.8 dB (typical),45.3 dB (typical),,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-77ucBAS,a2a2464-77ucbas,Basler,109777,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible + NIR,USB 3.0,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,77 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.7 W,,,,,,,,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-77ucPRO,a2a2464-77ucpro,Basler,109779,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible + NIR,USB 3.0,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"2/3""",11.02 mm,8.45 mm × 7.07 mm,77 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2464-115g5cBAS,a2a2464-115g5cbas,Basler,109775,에어리어 스캔 카메라,Basler ace 2,36개월,OmniVision,OG05C,Global Shutter,CMOS,2448 px × 2048 px,3.45 μm × 3.45 μm,,Color,Visible + NIR,5GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"2/3""",11.02 mm,8.45 mm × 7.07 mm,115 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.6 W,,,,,,,,,,,,,,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
