brand,product_id,model_name,product_model,camera_type,Product Model,Type,Sensor type,Sensor model,Pixel size,Sensor size,Resolution,Max. frame rate,Dynamic range,SNR,Gain,Exposure time,Exposure mode,Pixel format,Mono/color,Binning,Decimation,Reverse image,Data interface,Data interface type,Control interface,Digital I/O,Power supply,Power consumption,Lens mount,Dimension,Weight,Ingress protection,Temperature,Humidity,Client software,Operating system,Compatibility,Certification,Mono,Quantum efficiency,Dark noise,Signal-to-noise ratio,Saturation capacity,Dimension (without lens),Configuration mode,Tap geometry,Tap number,Pixel clock,Image buffer,Product name,NETD,Response time,Color palettes,Image process,Focal length,Field of view,Min. operation distance,Space resolution,Aperture,Thermal object distance,Temperature measurement range,Temperature measurement accuracy,Max. temperature measurement distance,Installation method,Transmission interface,Power,Vision tool,Max. line rate,Trigger mode,External trigger mode,Image mode,Near field of view,Typical field of view,Far field of view,Clearance distance (CD),Measurement range (MR),Repeatability (Z-axis)*,VDI/VDE accuracy*,Data acquisition time,Image output delay,Data type,Laser safety class,Wavelength,Detection accuracy,Detection speed,Scan frame rate,Depth image detection accuracy
Hikrobot,7648,4MP Measurement HDMI Camera with Micro Software Dongle,MV-CM3040C-1H(MSD),Area Scan Camera,MV-CM3040C-1H(MSD),4MP Measurement HDMI Camera with Micro Software Dongle,"CMOS, rolling shutter",,2.9 μm × 2.9 μm,"1/1.88""",2560 × 1440,30 fps,,,0 dB to 18 dB,300 μs to 100 ms,Auto/manual,,Color,,,,,,"USB 2.0 × 2, USB 3.0 × 1, micro SD card interface × 1",,"12 VDC to 24 VDC, independent power supply required",Typ. 3.6 W @ 12 VDC,C-mount,"75 mm × 75 mm × 86.9 mm (3.0"" × 3.0"" × 3.4"")",Approx. 430 g (0.9 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),,,,"CE, RoHS",,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,"Image process: White balance, brightness, sharpness, contrast, saturation, digital gain, Gamma correction, digital WDR, noise reduction.
Auxiliary functions: Image reverse, cross line, grid line, ruler, scale, image freezing, capture, recording, storage.
Measurement: Report export, calibration, point measurement, line measurement, circle measurement, angle measurement, polygon measurement, polyline measurement, curve measurement, line/circle auto measurement.",,,,,,,,,,,,,,,,,,,,
Hikrobot,8090,12MP HDMI Camera with measurement,MV-CM3120C-1H,Area Scan Camera,MV-CM3120C-1H,12MP HDMI Camera with measurement,"CMOS, rolling shutter",,2 μm × 2 μm,"1/1.56""",4096 × 3024,30 fps,,,0 dB to 18 dB,300 μs to 100 ms,Auto/manual,,Color,,,,,,"USB 2.0 × 2, USB 3.0 × 1, micro SD card interface × 1",,12 VDC to 24 VDC (requires independet power supply),Typ. 4.8 W @ 12 VDC,C-mount,"75 mm × 75 mm × 87.3 mm (3.0"" × 3.0"" × 3.4"")",Approx. 461 g (1.0 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),,,,"CE, RoHS",,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,"Image process: White balance, brightness, sharpness, contrast, saturation, digital gain, Gamma correction, digital WDR, noise reduction.
Auxiliary functions: Image reverse, cross line, grid line, ruler, scale, image freezing, capture, recording, storage.
Measurement: Report export, calibration, point measurement, line measurement, circle measurement, angle measurement, polygon measurement, polyline measurement, curve measurement, line/circle auto measurement.",,,,,,,,,,,,,,,,,,,,
Hikrobot,8155,CMOS USB3.0 Area Scan Camera,MVAC-PY-FV373-D3XF,Area Scan Camera,MVAC-PY-FV373-D3XF,CMOS USB3.0 Area Scan Camera,"CMOS, global shutter",,5.5 μm × 5.5 μm,"1""",4 Megapixel,90.1 fps @ 2048 × 2048 Bayer GB 8,59.7 dB,39.6 dB,0 dB to 12 dB,30 μs to 10 sec,Off/Once/Continuous exposure mode,"Mono 8/10/12, <br/>Bayer GB 8/10/10Packed/12/12Packed, <br/>YUV422Packed, <br/>YUV422_YUYV_Packed,RGB 8, BGR",Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB 3.0, compatible with USB 2.0",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB 3.0 power supply",Typ. 2.4 W @ 5 VDC (USB 3.0 provides power supply),C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 88 g (0.2 lb.),IP40 (under proper lens installation and wiring),Working temperature: –30 °C to 60 °C (–22 °F to 140 °F)<br/>Storage temperature: –30 °C to 70 °C (–22 °F to 158 °F),"20% to 95% RH, non-condensing",MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows XP/7/10, 64-bit Windows 11, 32/64-bit Linux and 64-bit MacOS","USB3 Vision, GenlCam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8141,12 MP 1/1.7’’ GigE Area Scan Camera,MV-DV4024-50GM,Area Scan Camera,MV-DV4024-50GM,"12MP Area Scan Camera, GigE, IMX226, Mono, with PoE","CMOS, rolling shutter",Sony® IMX226,1.85 μm × 1.85 μm,"1/1.7""",4024 × 3036,9.7 fps @ 4024 × 3036 Mono 8,70.5 dB,40.5 dB,0 dB to 20 dB,34 μs to 2 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet, compatible with Fast Ethernet",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.78 W@12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),Working temperature: 0 °C to 50 °C (32 °F to 122 °F)<br/>Storage temperature: -30 °C to 70 °C (-22 °F to 158 °F),20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows XP/7/10, 32/64-bit Linux and 64-bit MacOS","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8156,"12 MP 1/1.7"" CMOS USB3.0 Area Scan Camera",MVAC-PY-FX453-43XP,Area Scan Camera,MVAC-PY-FX453-43XP,"12 MP 1/1.7"" CMOS USB3.0 Area Scan Camera","CMOS, rolling shutter",Sony® IMX226,1.85 μm × 1.85 μm,"1/1.7""",4024 × 3036,29.2 fps @4024 × 3036 Bayer RG 8,69.4 dB,40.3 dB,0 dB to 24 dB,20 μs to 0.5 sec,"Off/Once/Continuous exposure mode, supports Global Reset and Rolling",Bayer RG 8/10/10Packed/12/12Packed,Color,,,Supports horizontal and vertical reverse image output,"USB3.0, compatible with USB2.0",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB3.0 power supply",Typ. 1.9 W@5 VDC (USB3.0 provides power supply),C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 76 g (0.2 lb.),IP40 (under proper lens installation and wiring),Working temperature: 0 °C to 50 °C (32 °F to 122 °F)<br/>Storage temperature: -30 °C to 70 °C (-22 °F to 158 °F),"20% to 80% RH, non-condensing",MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows XP/7/10, 32/64-bit Linux and 64-bit MacOS","USB3 Vision, GenlCam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,7234,2K GigE Line Scan Cameras，Mono,MV-CL022-91GM,Line Scan Camera,MV-CL022-91GM,2K GigE Line Scan Cameras，Mono,CMOS,,14 μm × 14 μm,,2048 × 1,,63.4 dB,39.4 dB,"1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/Once/Continuous exposure mode, and supports trigger-width exposure",Mono 8/10/12,,"Supports 1 × 1, 1 × 2, 2 × 1, 2 × 2",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,12-pin P10 connector provides power and I/O: Configurable input/output × 4 (Line 0/1/3/4) and single-ended/differential is supported.,"12 VDC to 24 VDC, supports PoE",Typ. 5 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via lens adapter","62 mm × 62 mm × 41 mm (2.4"" × 2.4"" × 1.6"")",Approx. 280 g (9.9 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (32 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 56 kHz @ Mono 8, 28 kHz @ Mono 10/12
High-bandwidth mode: 100 kHz @ Mono 8/10/12","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",,,,,,,,,,,,,,,,,
Hikrobot,7235,2K GigE Line Scan Cameras，Color,MV-CL022-91GC,Line Scan Camera,MV-CL022-91GC,2K GigE Line Scan Cameras，Color,CMOS,,14 μm × 14 μm,,2048 × 2,,63.4 dB,39.4 dB,"1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/Once/Continuous exposure mode, and supports trigger-width exposure","Mono 8/10/12
Bayer RG 8/10/12
RGB 8, BGR 8",,"Supports 1 × 1, 1 × 2, 2 × 1, 2 × 2",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,12-pin P10 connector provides power and I/O: Configurable input/output × 4 (Line 0/1/3/4) and single-ended/differential is supported.,"12 VDC to 24 VDC, supports PoE",Typ. 7.4 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via lens adapter","62 mm × 62 mm × 41 mm (2.4"" × 2.4"" × 1.6"")",Approx. 280 g (9.9 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (32 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 40 kHz @ Bayer RG 8/Mono 8, 29.7 kHz @ Bayer RG 10/12/Mono 10/12, 19.8 kHz @ RBG 8/BGR 8
High-bandwidth mode: 40 kHz @ RBG 8/ Bayer RG 8","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",,,,,,,,,,,,,,,,,
Hikrobot,6267,2k  linescan camera，mono，GPixel，7μm,MV-CL024-91GM,Line Scan Camera,MV-CL024-91GM,2k  linescan camera，mono，GPixel，7μm,CMOS,,7 μm × 7 μm,,2048 × 2,,68 dB,44.7 dB,1.0 ×,3 μs to 10 ms,"Off/Once/Continuous exposure mode, and supports trigger-width exposure",Mono 8/10/12,,"Supports 1 × 1, 2 × 2, 4 × 4",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,12-pin P10 connector provides power and I/O: Configurable input/output × 4 (Line 0/1/3/4) and single-ended/differential is supported.,"12 VDC to 24 VDC, supports PoE",Typ. 5.2 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via lens adapter","62 mm × 62 mm × 40.5 mm (2.4"" × 2.4"" × 1.6"")",Approx. 256 g (0.6 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 58 kHz @ Mono 8, 29 kHz @ Mono 10/12
High-bandwidth mode: 86 kHz @ Mono 8, 58 kHz @ Mono 10/12","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger","Supports 1-line, 2-TDI",,,,,,,,,,,,,,,,
Hikrobot,6266,2k  linescan camera，color，GPixel，7μm,MV-CL024-91GC,Line Scan Camera,MV-CL024-91GC,2k  linescan camera，color，GPixel，7μm,CMOS,,7 μm × 7 μm,,2048 × 3,,68 dB,44.7 dB,1.0 ×,3 μs to 10 ms,"Off/Once/Continuous exposure mode, and supports trigger-width exposure","Mono 8, Bayer RG 8/10/12, RGB 8, BGR 8",,"Supports 1 × 1, 2 × 2, 4 × 4",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,12-pin P10 connector provides power and I/O: Configurable input/output × 4 (Line 0/1/3/4) and single-ended/differential is supported.,"12 VDC to 24 VDC, supports PoE",Typ. 5.7 W @12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via lens adapter","62 mm × 62 mm × 40.5 mm (2.4"" × 2.4"" × 1.6"")",Approx. 256 g (0.6 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 58 kHz @ Mono 8/Bayer RG 8, 29 kHz @ Bayer RG 10/12, 19 kHz @ RGB 8/BGR 8
High-bandwidth mode: 70 kHz @ Bayer RG 8/Mono 8, 40 kHz @ RGB 8","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",,,,,,,,,,,,,,,,,
Hikrobot,7233,4K GigE Line Scan Cameras，Mono,MV-CL042-91GM,Line Scan Camera,MV-CL042-91GM,4K GigE Line Scan Cameras，Mono,CMOS,,7 μm × 7 μm,,4096 × 2,,65.6 dB,40 dB,"Supports 1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/ Once/ Continuous exposure mode, and supports trigger-width exposure",Mono 8/10/12,,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"12-pin Hirose connector provides power and I/O: configurable output and input × 4 (Line 0/1/3/4), supports single-end/differential","12 VDC to 24 VDC, supports PoE",Typ. 5.8 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via lens adapter","62 mm × 62 mm × 41 mm (2.4"" × 2.4"" × 1.6"")",Approx. 280 g (0.6 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, and 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 28 kHz @ Mono 8, 14 kHz @ Mono 10/12
High-bandwidth mode: 80 kHz @ Mono 8/10/12","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",Supports 1 Line/2 TDI,,,,,,,,,,,,,,,,
Hikrobot,7236,4K GigE Line Scan Cameras，Color,MV-CL042-91GC,Line Scan Camera,MV-CL042-91GC,4K GigE Line Scan Cameras，Color,CMOS,,7 μm × 7 μm,,4096 × 2,,65.6 dB,40 dB,"1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/Once/Continuous exposure mode, and supports trigger-width exposure","Mono 8/10/12
Bayer RG 8/10/12
RGB 8, BGR 8
Bayer RBGG 8",Color,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,12-pin P10 connector provides power and I/O: Configurable input/output × 4 (Line 0/1/3/4) and single-ended/differential is supported.,"12 VDC to 24 VDC, supports PoE",Typ. 6.6 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and others via adapter","62 mm × 62 mm × 41 mm (2.4"" × 2.4"" × 1.6"")",Approx. 280 g (0.6 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 90% RH (no condensation),MVS or the third-party software meeting with GigE Vision protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Standard mode: 28 kHz @ Bayer RG 8/Bayer RBGG 8/Mono 8, 14 kHz @ Bayer RG 10/12/Mono 10/12, 9 kHz @ RGB 8/BGR 8
High-bandwidth mode: 80 kHz @ Bayer RBGG 8, 40 kHz @ Bayer RG 8/RGB 8","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",,,,,,,,,,,,,,,,,
Hikrobot,7249,4k Camera Link Line Scan Cameras，Mono,MV-CL042-91CM,Line Scan Camera,MV-CL042-91CM,4k Camera Link Line Scan Cameras，Mono,CMOS,,7 μm,,4096 × 2,,65.6 dB,40 dB,"Supports 1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/ Once/ Continuous exposure mode; supports fixed time exposure, trigger-width exposure",Mono 8/10/12,,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,Camera Link (SDR connector); USB interface for updating firmware,,,12-pin Hirose connector provides power and I/O: configurable input/output × 4 (Line 0/1/3/4) and support single-ended/differential. Camera Link provides I/O (CC1/CC2/CC3/CC4).,12 VDC to 24 VDC,Typ. 5.5 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and lens of other types via lens adapter","62 mm × 62 mm × 36.9 mm (2.4"" × 2.4"" × 1.5"")",Approx. 238 g (0.5 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 95% RH (no condensation),MVS and frame grabber software meeting with Camera Link Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11","Camera Link V2.1, GenICam","CE, RoHS, KC",Mono,,,,,,"Base, Medium, Full","1X2, 1X4, 1X8","2 Taps, 4 Taps, 8 Taps","40 MHz, 60 MHz, 70 MHz, 85 MHz",,,,,,,,,,,,,,,,,,,,"40.5 kHz (Base), 81 kHz (Medium), 100 kHz (Full)","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",Supports 1-line and 2-TDI,,,,,,,,,,,,,,,,
Hikrobot,7248,4k Camera Link Line Scan Cameras，Mono,MV-CL042-91CM,Line Scan Camera,MV-CL042-91CM,4k Camera Link Line Scan Cameras，Mono,CMOS,,7 μm,,4096 × 2,,65.6 dB,40 dB,"Supports 1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/ Once/ Continuous exposure mode; supports fixed time exposure, trigger-width exposure",Mono 8/10/12,,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,Camera Link (SDR connector); USB interface for updating firmware,,,12-pin Hirose connector provides power and I/O: configurable input/output × 4 (Line 0/1/3/4) and support single-ended/differential. Camera Link provides I/O (CC1/CC2/CC3/CC4).,12 VDC to 24 VDC,Typ. 5.5 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and lens of other types via lens adapter","62 mm × 62 mm × 36.9 mm (2.4"" × 2.4"" × 1.5"")",Approx. 238 g (0.5 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 95% RH (no condensation),MVS and frame grabber software meeting with Camera Link Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11","Camera Link V2.1, GenICam","CE, RoHS, KC",Mono,,,,,,"Base, Medium, Full","1X2, 1X4, 1X8","2 Taps, 4 Taps, 8 Taps","40 MHz, 60 MHz, 70 MHz, 85 MHz",,,,,,,,,,,,,,,,,,,,"40.5 kHz (Base), 81 kHz (Medium), 100 kHz (Full)","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",Supports 1-line and 2-TDI,,,,,,,,,,,,,,,,
Hikrobot,7250,4k Camera Link Line Scan Cameras，Color,MV-CL042-91CC,Line Scan Camera,MV-CL042-91CC,4k Camera Link Line Scan Cameras，Color,CMOS,,7 μm,,4096 × 2,,65.6 dB,40 dB,"Supports 1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/ Once/ Continuous exposure mode; supports fixed time exposure, trigger-width exposure","Mono 8, RGB 8, Bayer RGBG 8",,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,Camera Link (SDR connector); USB interface for updating firmware,,,12-pin P10 connector provides power and I/O: configurable input/output × 4 (Line 0/1/3/4) and support single-ended/differential. Camera Link provides I/O (CC1/CC2/CC3/CC4).,12 VDC to 24 VDC,Typ. 6.1 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and lens of other types via lens adapter","62 mm × 62 mm × 36.9 mm (2.4"" × 2.4"" × 1.5"")",Approx. 238 g (0.5 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature : –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 95% RH (no condensation),MVS and frame grabber software meeting with Camera Link Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11","Camera Link V2.1, GenICam","CE, RoHS, KC",Color,,,,,,"Mono 8: Base
RGB 8: Base, Medium, 80-bit
Bayer RGBG 8: Base, Medium, Full","Mono 8: 1 ×
RGB 8: 1 ×, 1 × 2, 1 × 10
Bayer RGBG 8: 1 × 2, 1 × 4, 1 × 8","Mono 8: 2 Taps
RGB 8: 1/2/10 Taps
Bayer RGBG 8: 2/4/8 Taps","40 MHz, 60 MHz, 70 MHz, 85 MHz",,,,,,,,,,,,,,,,,,,,"40 kHz @ Mono 8 (Base), 50 kHz @ RGB 8 (80-bit), 100 kHz @ Bayer RGBG 8 (Full)","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",Supports 1-line,,,,,,,,,,,,,,,,
Hikrobot,7251,4k Camera Link Line Scan Cameras，Color,MV-CL042-91CC,Line Scan Camera,MV-CL042-91CC,4k Camera Link Line Scan Cameras，Color,CMOS,,7 μm,,4096 × 2,,65.6 dB,40 dB,"Supports 1.0 ×, 1.4 ×, 1.6 ×, 2.4 ×, 3.2 ×",5 μs to 10 ms,"Off/ Once/ Continuous exposure mode; supports fixed time exposure, trigger-width exposure","Mono 8, RGB 8, Bayer RGBG 8",,"Supports 1 × 1, 1 × 2, 1 × 4, 2 × 1, 2 × 2, 2 × 4, 4 × 1, 4 × 2, 4 × 4",,Supports horizontal reverse image output,Camera Link (SDR connector); USB interface for updating firmware,,,12-pin P10 connector provides power and I/O: configurable input/output × 4 (Line 0/1/3/4) and support single-ended/differential. Camera Link provides I/O (CC1/CC2/CC3/CC4).,12 VDC to 24 VDC,Typ. 6.1 W @ 12 VDC,"M42*1.0, flange back length 12 mm, applicable to F-mount, C-mount and lens of other types via lens adapter","62 mm × 62 mm × 36.9 mm (2.4"" × 2.4"" × 1.5"")",Approx. 238 g (0.5 lb.),IP40 (under proper lens installation and wiring),"Working temperature: –20 °C to 55 °C (–4 °F to 131 °F)
Storage temperature : –30 °C to 80 °C (–22 °F to 176 °F)",5% RH to 95% RH (no condensation),MVS and frame grabber software meeting with Camera Link Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11","Camera Link V2.1, GenICam","CE, RoHS, KC",Color,,,,,,"Mono 8: Base
RGB 8: Base, Medium, 80-bit
Bayer RGBG 8: Base, Medium, Full","Mono 8: 1 ×
RGB 8: 1 ×, 1 × 2, 1 × 10
Bayer RGBG 8: 1 × 2, 1 × 4, 1 × 8","Mono 8: 2 Taps
RGB 8: 1/2/10 Taps
Bayer RGBG 8: 2/4/8 Taps","40 MHz, 60 MHz, 70 MHz, 85 MHz",,,,,,,,,,,,,,,,,,,,"40 kHz @ Mono 8 (Base), 50 kHz @ RGB 8 (80-bit), 100 kHz @ Bayer RGBG 8 (Full)","External trigger, internal trigger","Line trigger, frame trigger, line + frame trigger",Supports 1-line,,,,,,,,,,,,,,,,
