brand,lens_type,model,raw_category,focal_length_mm,magnification,working_distance_mm,aperture,max_sensor_format_mm,image_circle_mm,fov_mm,numerical_aperture,resolution_um,mtf30_lpmm,dof_mm,distortion_pct,telecentricity_deg,mount,weight_g,coaxial,wavelength_range,_source_url,_raw_target
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/17 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),17,,157,F/1.4 ... F/11,11,,,- | 0.33,,,,,,C,129,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-17mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/17 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),17,,157,F/1.4 ... F/11,11,,,- | 0.33,,,,,,C,85,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-17mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/17 mm C-Mount Stabilized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),17,,157,F/1.4 ... F/11,11,,,- | 0.33,,,,,,C,85,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-17mm-c-stabilized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/23 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),23,,207,F/1.4 ... F/11,11,,,- | 0.35,,,,,,C,95,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-23mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/23 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),23,,207,F/1.4 ... F/11,11,,,- | 0.35,,,,,,C,139,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-23mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/23 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),23,,207,F/1.4 ... F/11,11,,,- | 0.35,,,,,,C,95,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-23mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.9/35 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,354,F/1.9 ... F/16,11,,,- | 0.26,,,,,,C,92,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-9-35mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.9/35 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,354,F/1.9 ... F/16,11,,,- | 0.26,,,,,,C,136,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-9-35mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.9/35 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,354,F/1.9 ... F/16,11,,,- | 0.26,,,,,,C,92,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-9-35mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.9/10 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),10,,89,F/1.9 ... F/16,16,,,- | 0.26,,,,,,C,136,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-9-10mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.9/10 mm C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),10,,89,F/1.9 ... F/16,16,,,- | 0.26,,,,,,C,180,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-9-10mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.9/10 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),10,,89,F/1.9 ... F/16,16,,,- | 0.26,,,,,,C,136,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-9-10mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.8/16 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,151,F/1.8 ... F/11,16,,,- | 0.27,,,,,,C,102,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-8-16mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.8/16 mm C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,151,F/1.8 ... F/11,16,,,- | 0.27,,,,,,C,146,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-8-16mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F1.8/16 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,151,F/1.8 ... F/11,16,,,- | 0.27,,,,,,C,102,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f1-8-16mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F2.2/70 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),70,,729,F/2.2 ... F/32,16,,,- | 0.22,,,,,,C,200,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f2-2-70mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F2.2/70 mm C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),70,,729,F/2.2 ... F/32,16,,,- | 0.22,,,,,,C,244,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f2-2-70mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TURQUOISE F2.2/70 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),70,,729,F/2.2 ... F/32,16,,,- | 0.22,,,,,,C,200,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/turquoise/f2-2-70mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/28 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),28,,150,F/2 ... F/16,24,,,- | 0.24,,,,,,C,78,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-28mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/28 mm C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),28,,150,F/2 ... F/16,24,,,- | 0.24,,,,,,C,122,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-28mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/28 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),28,,150,F/2 ... F/16,24,,,- | 0.24,,,,,,C,78,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-28mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/28 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),28,,150,F/2 ... F/16,24,,,- | 0.24,,,,,,TFL-Mount,78,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-28mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/35 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,183,F/2 ... F/22,24,,,- | 0.25,,,,,,C,90,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-35mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,AQUAMARINE F2.0/35 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,183,F/2 ... F/22,24,,,- | 0.25,,,,,,TFL-Mount,90,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/aquamarine/f2-0-35mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,OPAL F2.8/12 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,104,F/2.8 ... F/22,17.6,,,- | 0.17,,,,,,C,145,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/opal/f2-8-12mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/12 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,230,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-12mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/12 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,230,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-12mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/16 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,150,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,154,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-16mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/16 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,150,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,154,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-16mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/25 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,120,F/2.8 ... F/16,19.3,,,- | 0.17,,,,,,C,76,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-25mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/25 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,120,F/2.8 ... F/16,19.3,,,- | 0.17,,,,,,C,76,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-25mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/35 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,175,F/2.8 ... F/22,19.3,,,- | 0.17,,,,,,C,124,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-35mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/35 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,175,F/2.8 ... F/22,19.3,,,- | 0.17,,,,,,C,124,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-35mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/50 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,270,F/2.8 ... F/22,19.3,,,- | 0.17,,,,,,C,169,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-50mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,JADE F2.8/50 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,270,F/2.8 ... F/22,19.3,,,- | 0.17,,,,,,C,169,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/jade/f2-8-50mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/16 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,150,F/2.8 ... F/16,24,,,- | 0.17,,,,,,C,204,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-16mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/16 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),16,,150,F/2.8 ... F/16,24,,,- | 0.17,,,,,,TFL-Mount,204,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-16mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/20 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),20,,194,F/2 ... F/16,24,,,- | 0.24,,,,,,C,450,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-20mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/20 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),20,,194,F/2 ... F/16,24,,,- | 0.24,,,,,,TFL-Mount,450,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-20mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/20 mm C-Mount LD lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),20,,396,F/2.8 ... F/22,24,,,- | 0.17,,,,,,C,154,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-20mm-c-ld,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/20 mm C-Mount SD lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),20,,191,F/2.8 ... F/22,24,,,- | 0.17,,,,,,C,154,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-20mm-c-sd,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/24 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),24,,111,F/2 ... F/16,24,,,- | 0.24,,,,,,C,120,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-24mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/24 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),24,,111,F/2 ... F/16,24,,,- | 0.24,,,,,,TFL-Mount,120,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-24mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/24 mm C-Mount lens with motorized iris,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),24,,111,F/2 ... F/16,24,,,- | 0.24,,,,,,C,164,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-24mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/35 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,168,F/2 ... F/22,24,,,- | 0.24,,,,,,C,160,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-35mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/35 mm C-Mount lens with motorized iris,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,168,F/2 ... F/22,24,,,- | 0.24,,,,,,C,204,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-35mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.0/35 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),35,,168,F/2 ... F/22,24,,,- | 0.24,,,,,,TFL-Mount,160,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-0-35mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/40 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),40,,103,F/2.8 ... F/22,24,,,- | 0.17,,,,,,C,103,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-40mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F4.0/45 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),45,,120,F/4 ... F/22,24,,,- | 0.12,,,,,,C,100,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f4-0-45mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/50 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,131,F/2.8 ... F/32,24,,,- | 0.17,,,,,,C,111,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-50mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/50 mm C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,131,F/2.8 ... F/32,24,,,- | 0.17,,,,,,C,135,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-50mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/50 mm C-Mount lens with motorized iris,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,131,F/2.8 ... F/32,24,,,- | 0.17,,,,,,C,179,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-50mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F2.8/50 mm TFL-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),50,,131,F/2.8 ... F/32,24,,,- | 0.17,,,,,,TFL-Mount,135,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f2-8-50mm-tfl,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOURMALINE F4.0/60 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),60,,162,F/4 ... F/22,24,,,- | 0.12,,,,,,C,135,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/tourmaline/f4-0-60mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,165,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,225,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.4/6.5 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),6.5,,51,F/2.4 ... F/16,17.6,,,- | 0.20,,,,,,C,165,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-4-6-5mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.8/12 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,610,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-8-12mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.8/12 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,610,F/2.8 ... F/22,19.3,,,- | 0.18,,,,,,C,167,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-8-12mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,86,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,146,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/25 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),25,,237,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,86,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-25mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,87,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,147,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/30 C-Mount ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),30,,295,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,87,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-30mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/38 C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),38,,374,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,133,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-38mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,TOPAZ 2.0/38 C-Mount motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),38,,374,F/2 ... F/16,19.3,,,- | 0.25,,,,,,C,193,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/topaz/f2-0-38mm-c-motorized-iris,schneider_cmount
